id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP316_ENV_C2C3_W41_QVOA,0.8628766577518026,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.3333333333333333,090,1,90,1.0064193385597093,NaN
CAP316_ENV_C2C3_B_W23_QVOA,0.8628766577518026,undefined,1,N/A,NaN,0.02631578947368421,undefined,1,N/A,NaN,0.01818181818181818,192,0.9694088865744926,191.5717244120429,5.812438252159441,NaN
CAP316_ENV_C2C3_B_W24_QVOA,0.8628766577518026,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.5,205,1,205,1.0000001500815396,NaN
CAP316_ENV_C2C3_W15_QVOA,0.8628766577518026,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.25,205,1,205,1.0004463151243081,NaN
CAP316_ENV_C2C3_B_W25_QVOA,0.8628766577518026,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.25,205,1,205,1.0001566582929187,NaN
CAP316_ENV_C2C3_W21_QVOA,0.8628766577518026,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.25,205,1,205,1.0007561068502062,NaN
CAP316_ENV_C2C3_B_W1_QVOA,0.8628766577518026,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.2,205,1,205,1.0007849054399425,NaN
CAP316_ENV_C2C3_B_W15_QVOA,0.8628766577518026,undefined,1,N/A,NaN,0.1111111111111111,undefined,1,N/A,NaN,0.01818181818181818,178,0.9384422880064178,178.86180796791012,11.322598577188678,NaN
CAP316_ENV_C2C3_W5_QVOA,0.8628766577518026,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.5,205,1,205,1.004881632333444,NaN
CAP316_ENV_C2C3_W9_QVOA,0.8628766577518026,undefined,1,N/A,NaN,0.02127659574468085,undefined,1,N/A,NaN,0.009345794392523364,178,0.9635501971292374,178.51029724019065,6.883758089323239,NaN
CAP316_ENV_C2C3_W30_QVOA,0.8628766577518026,undefined,1,N/A,NaN,0.05263157894736842,undefined,1,N/A,NaN,0.2,178,0.8534451290125058,180.05176819382493,24.515001992357288,NaN
