id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP316_GAG_P17_W9_QVOA,0.2180579925147471,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.14285714285714285,036,1,36,1.0000004994872487,NaN
CAP316_GAG_P17_W15_QVOA,0.2180579925147471,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.09090909090909091,N/A,N/A,N/A,N/A,NaN
CAP316_GAG_P17_B_W1_QVOA,0.2180579925147471,undefined,1,N/A,NaN,0.16666666666666666,undefined,1,N/A,NaN,0.01020408163265306,N/A,N/A,N/A,N/A,NaN
CAP316_GAG_P17_W30_QVOA,0.2180579925147471,undefined,1,N/A,NaN,0.16666666666666666,undefined,1,N/A,NaN,0.01020408163265306,N/A,N/A,N/A,N/A,NaN
CAP316_GAG_P17_W5_QVOA,0.2180579925147471,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.038461538461538464,N/A,N/A,N/A,N/A,NaN
CAP316_GAG_P17_W21_QVOA,0.2180579925147471,undefined,1,N/A,NaN,0.02,undefined,1,N/A,NaN,1,N/A,N/A,N/A,N/A,NaN
CAP316_GAG_P17_B_W15_QVOA,0.2180579925147471,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.0625,N/A,N/A,N/A,N/A,NaN
CAP316_GAG_P17_B_W25_QVOA,0.2180579925147471,undefined,1,N/A,NaN,0.06666666666666667,undefined,1,N/A,NaN,0.024390243902439025,036,1,36,1.0000000451017177,NaN
CAP316_GAG_P17_B_W23_QVOA,0.2180579925147471,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.125,036,1,36,1.0000000349802491,NaN
CAP316_GAG_P17_B_W24_QVOA,0.2180579925147471,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.09090909090909091,036,1,36,1.000000047804802,NaN
CAP316_GAG_P17_W41_QVOA,0.2180579925147471,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.0014184397163120568,036,1,36,1.0000000000000415,NaN
