id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP336_ENV_C1C2_B_W23_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.14285714285714285,undefined,1,N/A,NaN,0.0018796992481203006,138,0.5000000001080026,130.14285714065045,103.12244910449998,NaN
CAP336_ENV_C1C2_W12_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.08333333333333333,undefined,1,N/A,NaN,1,100,0.3737623000975889,120.04493870649225,262.35366196489065,NaN
CAP336_ENV_C1C2_W35_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.0018796992481203006,126,0.9091210950625996,127.0905468592488,11.89726985876822,NaN
CAP336_ENV_C1C2_B_W40_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.023809523809523808,undefined,1,N/A,NaN,0.012048192771084338,126,0.6379321887977288,127.98970472575327,81.15036603887816,NaN
CAP336_ENV_C1C2_W14_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.05555555555555555,undefined,1,N/A,NaN,0.01098901098901099,138,1,138,1.0018287796057108,NaN
CAP336_ENV_C1C2_B_W10_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.05555555555555555,undefined,1,N/A,NaN,0.01098901098901099,138,1,138,1.0018287796057108,NaN
CAP336_ENV_C1C2_W28_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.05555555555555555,undefined,1,N/A,NaN,0.01098901098901099,138,1,138,1.0018287796057108,NaN
CAP336_ENV_C1C2_B_W21_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.05555555555555555,undefined,1,N/A,NaN,0.01098901098901099,138,1,138,1.0018287796057108,NaN
CAP336_ENV_C1C2_W39_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.05555555555555555,undefined,1,N/A,NaN,0.01098901098901099,138,1,138,1.0018287796057108,NaN
CAP336_ENV_C1C2_B_W31_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.05555555555555555,undefined,1,N/A,NaN,0.01098901098901099,138,1,138,1.0018287796057108,NaN
CAP336_ENV_C1C2_B_W32_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.05555555555555555,undefined,1,N/A,NaN,0.01098901098901099,138,1,138,1.0018287796057108,NaN
CAP336_ENV_C1C2_W5_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.05555555555555555,undefined,1,N/A,NaN,0.01098901098901099,138,1,138,1.0018287796057108,NaN
CAP336_ENV_C1C2_W34_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.05555555555555555,undefined,1,N/A,NaN,0.01098901098901099,138,1,138,1.0018287796057108,NaN
CAP336_ENV_C1C2_B_W37_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.01098901098901099,138,0.900107949321429,136.80129539185714,12.947562560131317,NaN
CAP336_ENV_C1C2_B_W13_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.1,138,0.5005287654582099,125.51321913645526,240.66046389199394,NaN
CAP336_ENV_C1C2_W11_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.2,undefined,1,N/A,NaN,0.0013089005235602095,051,0.5000000009772514,72.83333467498844,946.1389784141461,NaN
CAP336_ENV_C1C2_B_W39_QVOA,0.33557131901528114,undefined,1,N/A,NaN,0.1111111111111111,undefined,1,N/A,NaN,0.03571428571428571,126,0.4109966626076008,91.9515159407531,1637.1412297243646,NaN
