id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP336_ENV_C4C5_W12_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.045454545454545456,undefined,1,N/A,NaN,0.0007473841554559044,100,0.5,86.5,182.25,NaN
CAP336_ENV_C4C5_B_W23_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.013333333333333334,undefined,1,N/A,NaN,0.000779423226812159,138,0.8571429995278367,128.71429496930938,517.346509077897,NaN
CAP336_ENV_C4C5_W5_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.07692307692307693,undefined,1,N/A,NaN,0.008620689655172414,126,0.599999999415013,130.80000000701983,34.560000016847624,NaN
CAP336_ENV_C4C5_B_W32_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.07692307692307693,undefined,1,N/A,NaN,0.008620689655172414,126,0.599999999415013,130.80000000701983,34.560000016847624,NaN
CAP336_ENV_C4C5_W39_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.07692307692307693,undefined,1,N/A,NaN,0.008620689655172414,126,0.599999999415013,130.80000000701983,34.560000016847624,NaN
CAP336_ENV_C4C5_B_W21_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.07692307692307693,undefined,1,N/A,NaN,0.008620689655172414,126,0.599999999415013,130.80000000701983,34.560000016847624,NaN
CAP336_ENV_C4C5_W34_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.07692307692307693,undefined,1,N/A,NaN,0.008620689655172414,126,0.599999999415013,130.80000000701983,34.560000016847624,NaN
CAP336_ENV_C4C5_W28_QVOA,0.3230025432251782,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.004219409282700422,138,0.9853712813777364,137.82445537653285,2.075719566777717,NaN
CAP336_ENV_C4C5_W14_QVOA,0.3230025432251782,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.004219409282700422,138,0.9853712813777364,137.82445537653285,2.075719566777717,NaN
CAP336_ENV_C4C5_B_W10_QVOA,0.3230025432251782,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.004219409282700422,138,0.9853712813777364,137.82445537653285,2.075719566777717,NaN
CAP336_ENV_C4C5_B_W40_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.004219409282700422,138,1,138,1.0616220935212282,NaN
CAP336_ENV_C4C5_B_W13_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.07142857142857142,undefined,1,N/A,NaN,0.004219409282700422,138,0.3357063453088476,121.3926585303256,251.64537625418762,NaN
CAP336_ENV_C4C5_B_W37_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.038461538461538464,138,1,138,1.0506441075199704,NaN
CAP336_ENV_C4C5_B_W31_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.1111111111111111,undefined,1,N/A,NaN,0.038461538461538464,138,1,138,1.0506441075199704,NaN
CAP336_ENV_C4C5_W35_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.02,undefined,1,N/A,NaN,0.000779423226812159,138,0.8571429995278367,128.71429496930938,517.346509077897,NaN
CAP336_ENV_C4C5_B_W39_QVOA,0.3230025432251782,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.020833333333333332,138,0.5000000030179307,132.00000003621517,36,NaN
CAP336_ENV_C4C5_W11_QVOA,0.3230025432251782,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.125,100,0.5,86.5,182.25,NaN
