id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP336_ENV_C2C3_W12_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.1111111111111111,undefined,1,N/A,NaN,0.5,126,1,126,1.020117386472501,NaN
CAP336_ENV_C2C3_B_W37_QVOA,0.6106284605099364,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.058823529411764705,126,1,126,1.0067482123300422,NaN
CAP336_ENV_C2C3_B_W13_QVOA,0.6106284605099364,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.07692307692307693,126,1,126,1.0022981696501139,NaN
CAP336_ENV_C2C3_B_W21_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.125,,,N/A,0,Infinity,126,1,126,1.0035175135724275,NaN
CAP336_ENV_C2C3_W5_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.125,,,N/A,0,Infinity,126,1,126,1.0035175135724275,NaN
CAP336_ENV_C2C3_B_W32_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.125,,,N/A,0,Infinity,126,1,126,1.0035175135724275,NaN
CAP336_ENV_C2C3_W35_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.125,,,N/A,0,Infinity,126,1,126,1.0035175135724275,NaN
CAP336_ENV_C2C3_W34_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.125,,,N/A,0,Infinity,126,1,126,1.0035175135724275,NaN
CAP336_ENV_C2C3_W39_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.125,,,N/A,0,Infinity,126,1,126,1.0035175135724275,NaN
CAP336_ENV_C2C3_B_W31_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.038461538461538464,,,N/A,0,Infinity,126,1,126,1.0083183453994429,NaN
CAP336_ENV_C2C3_B_W40_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.125,undefined,1,N/A,NaN,0.5,126,1,126,1.0078701326366315,NaN
CAP336_ENV_C2C3_W14_QVOA,0.6106284605099364,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.1,126,1,126,1.0005310182328877,NaN
CAP336_ENV_C2C3_W28_QVOA,0.6106284605099364,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.1,126,1,126,1.0005310182328877,NaN
CAP336_ENV_C2C3_B_W10_QVOA,0.6106284605099364,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.1,126,1,126,1.0005310182328877,NaN
CAP336_ENV_C2C3_B_W23_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.16666666666666666,undefined,1,N/A,NaN,0.1,126,1,126,1.0021301252126849,NaN
CAP336_ENV_C2C3_B_W39_QVOA,0.6106284605099364,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.5,100,0.979199253667209,100.54081940465257,13.768818892517993,NaN
CAP336_ENV_C2C3_W11_QVOA,0.6106284605099364,undefined,1,N/A,NaN,0.1111111111111111,undefined,1,N/A,NaN,0.004273504273504274,100,1,100,1.0212895238512767,NaN
