id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP217_ENV_C1C2_B_W45_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.16666666666666666,undefined,1,N/A,NaN,0.005714285714285714,218,0.5002038932430157,229.99510656216762,143.9999760542662,NaN
CAP217_ENV_C1C2_B_W41_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.1,undefined,1,N/A,NaN,0.005714285714285714,282,0.39139542688313594,273.62268152099534,1719.38970049699,NaN
CAP217_ENV_C1C2_B_W18_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.1111111111111111,undefined,1,N/A,NaN,0.005714285714285714,282,0.39139542688313594,273.62268152099534,1719.38970049699,NaN
CAP217_ENV_C1C2_W14_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.06666666666666667,undefined,1,N/A,NaN,0.005714285714285714,282,0.39139542688313594,273.62268152099534,1719.38970049699,NaN
CAP217_ENV_C1C2_W7_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.06666666666666667,undefined,1,N/A,NaN,0.005714285714285714,282,0.39139542688313594,273.62268152099534,1719.38970049699,NaN
CAP217_ENV_C1C2_B_W1_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,1,218,0.3435527088033915,266.2049451566236,3067.901494010835,NaN
CAP217_ENV_C1C2_W3_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,1,218,0.3435527088033915,266.2049451566236,3067.901494010835,NaN
CAP217_ENV_C1C2_B_W10_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.058823529411764705,undefined,1,N/A,NaN,0.005714285714285714,321,0.5883031799900966,313.8881342099136,557.7236078382614,NaN
CAP217_ENV_C1C2_B_W32_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.005714285714285714,321,0.5883031799900966,313.8881342099136,557.7236078382614,NaN
CAP217_ENV_C1C2_B_W4_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.03333333333333333,358,0.6000013111397493,343.2000485121707,328.5596410075832,NaN
CAP217_ENV_C1C2_W8_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.03333333333333333,358,0.6000013111397493,343.2000485121707,328.5596410075832,NaN
CAP217_ENV_C1C2_B_W31_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.1111111111111111,undefined,1,N/A,NaN,0.03333333333333333,282,0.39164169100912566,273.6641998452336,1720.5639061181485,NaN
CAP217_ENV_C1C2_W24_QVOA,0.34870808065562875,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.002967359050445104,165,1,165,1.0015430652839068,NaN
CAP217_ENV_C1C2_W12_QVOA,0.34870808065562875,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,1,358,1,358,1.000038993014165,NaN
CAP217_ENV_C1C2_W2_QVOA,0.34870808065562875,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,1,358,1,358,1.000038993014165,NaN
CAP217_ENV_C1C2_B_W11_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.003389830508474576,undefined,1,N/A,NaN,1,218,0.4166666670504829,211.58333328753122,843.5763855628745,NaN
CAP217_ENV_C1C2_B_W17_QVOA,0.34870808065562875,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.002967359050445104,165,0.4444444442137415,187.77777782072116,660.3950640949223,NaN
