id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP217_ENV_C4C5_W8_QVOA,0.045597449567086556,undefined,1,N/A,NaN,1,N/A,N/A,N/A,N/A,N/A,358,1,358,1.3437836197810156,NaN
CAP217_ENV_C4C5_W12_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.06666666666666667,N/A,N/A,N/A,N/A,N/A,321,0.5133982360940182,307.0897315392495,661.554128678185,NaN
CAP217_ENV_C4C5_W2_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.06666666666666667,N/A,N/A,N/A,N/A,N/A,321,0.5133982360940182,307.0897315392495,661.554128678185,NaN
CAP217_ENV_C4C5_B_W32_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.07692307692307693,undefined,1,N/A,NaN,0.003215434083601286,282,0.7273653430733453,272.5027301491966,569.1810622318003,NaN
CAP217_ENV_C4C5_B_W45_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.001488095238095238,218,0.8000181620469328,230.7988376289963,655.3153636023518,NaN
CAP217_ENV_C4C5_B_W18_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.0625,undefined,1,N/A,NaN,0.001488095238095238,321,0.5133982360940182,307.0897315392495,661.554128678185,NaN
CAP217_ENV_C4C5_B_W41_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.024390243902439025,undefined,1,N/A,NaN,0.0030120481927710845,321,0.5133982360940182,307.0897315392495,661.554128678185,NaN
CAP217_ENV_C4C5_B_W31_QVOA,0.045597449567086556,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.0030120481927710845,282,1,282,1.0149692114274917,NaN
CAP217_ENV_C4C5_W14_QVOA,0.045597449567086556,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,1,282,1,282,1.0099134949755286,NaN
CAP217_ENV_C4C5_W7_QVOA,0.045597449567086556,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,1,282,1,282,1.0099134949755286,NaN
CAP217_ENV_C4C5_B_W11_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.14285714285714285,undefined,1,N/A,NaN,0.1111111111111111,218,1,218,1.2591763742468716,NaN
CAP217_ENV_C4C5_W24_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.2,190,0.600000001305889,201.1999999634351,188.15999979523662,NaN
CAP217_ENV_C4C5_B_W10_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.0030120481927710845,282,0.7273653430733453,272.5027301491966,569.1810622318003,NaN
CAP217_ENV_C4C5_B_W17_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.1111111111111111,undefined,1,N/A,NaN,0.001488095238095238,321,0.5133982360940182,307.0897315392495,661.554128678185,NaN
CAP217_ENV_C4C5_B_W1_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.07692307692307693,N/A,N/A,N/A,N/A,N/A,321,0.5133982360940182,307.0897315392495,661.554128678185,NaN
CAP217_ENV_C4C5_W3_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.5,N/A,N/A,N/A,N/A,N/A,282,0.5000000012717578,301.49999995040145,380.25,NaN
CAP217_ENV_C4C5_B_W4_QVOA,0.045597449567086556,undefined,1,N/A,NaN,0.5,N/A,N/A,N/A,N/A,N/A,321,0.6666666666858165,333.33333333262476,304.22222221348346,NaN
