id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP217_ENV_C2C3_B_W10_QVOA,0.6409344927930698,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.008547008547008548,242,1,242,1.0028480848757475,NaN
CAP217_ENV_C2C3_W24_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.041666666666666664,190,1,190,1.0084127278098518,NaN
CAP217_ENV_C2C3_B_W11_QVOA,0.6409344927930698,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,1,218,1,218,1.0203870792328784,NaN
CAP217_ENV_C2C3_B_W18_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.05,282,0.5789919310161901,298.045275019766,1025.4277703234588,NaN
CAP217_ENV_C2C3_W14_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.0196078431372549,undefined,1,N/A,NaN,0.25,242,1,242,1.025925304965919,NaN
CAP217_ENV_C2C3_W7_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.0196078431372549,undefined,1,N/A,NaN,0.25,242,1,242,1.025925304965919,NaN
CAP217_ENV_C2C3_B_W32_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.041666666666666664,undefined,1,N/A,NaN,0.25,282,0.5790307180040385,298.0441483088977,1024.7418915834753,NaN
CAP217_ENV_C2C3_B_W31_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.1,282,1,282,1.0062668535994905,NaN
CAP217_ENV_C2C3_B_W41_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.0625,321,0.7972087751046542,313.09114222908147,245.89542182520324,NaN
CAP217_ENV_C2C3_W8_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.3333333333333333,358,1,358,1.0077762980068674,NaN
CAP217_ENV_C2C3_B_W4_QVOA,0.6409344927930698,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.3333333333333333,358,1,358,1.0000004174790629,NaN
CAP217_ENV_C2C3_B_W1_QVOA,0.6409344927930698,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.3333333333333333,321,0.692238607004146,332.38717154084657,291.65767131065746,NaN
CAP217_ENV_C2C3_W3_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.1111111111111111,undefined,1,N/A,NaN,0.3333333333333333,321,0.6923067680535105,332.3846495820202,291.62178842935344,NaN
CAP217_ENV_C2C3_B_W17_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.07692307692307693,undefined,1,N/A,NaN,0.2,242,0.875000002589303,246.99999989642788,174.9999968928363,NaN
CAP217_ENV_C2C3_B_W45_QVOA,0.6409344927930698,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.1111111111111111,242,0.7202342378576458,253.19063048569416,322.39500876041893,NaN
CAP217_ENV_C2C3_W12_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,1,358,1,358,1.00007810177585,NaN
CAP217_ENV_C2C3_W2_QVOA,0.6409344927930698,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,1,358,1,358,1.0000787696516353,NaN
