id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP188_ENV_C2C3_W6_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.0625,undefined,1,N/A,NaN,0.002183406113537118,106,1,106,1.0286920508181094,NaN
CAP188_ENV_C2C3_B_W36_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.25,237,1,237,1.0008821850690177,NaN
CAP188_ENV_C2C3_W8_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.5,237,1,237,1.0000000002216052,NaN
CAP188_ENV_C2C3_B_W31_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.5,237,1,237,1.0000000000002685,NaN
CAP188_ENV_C2C3_W11_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.14285714285714285,undefined,1,N/A,NaN,0.0625,185,1,185,1.0132128714543824,NaN
CAP188_ENV_C2C3_B_W9_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.5,106,0.9367567761518689,107.64432382005141,40.04861849614811,NaN
CAP188_ENV_C2C3_W4_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.010869565217391304,,,N/A,0,Infinity,185,1,185,1.0017905482575704,NaN
CAP188_ENV_C2C3_W3_P1_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.006896551724137931,,,N/A,0,Infinity,185,0.7628420813997112,197.33221176721503,489.1915648237445,NaN
CAP188_ENV_C2C3_W10_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.03571428571428571,undefined,1,N/A,NaN,0.018867924528301886,185,0.49439938484969,198.5061205102556,200.27518835673146,NaN
CAP188_ENV_C2C3_W7_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.08333333333333333,undefined,1,N/A,NaN,0.018867924528301886,210,0.6809455094783256,202.02363773695816,135.78670162476826,NaN
CAP188_ENV_C2C3_W3_P2_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.06666666666666667,237,1,237,1.0073669779609,NaN
CAP188_ENV_C2C3_W12_QVOA,0.7880724604685648,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.3333333333333333,237,1,237,1.0002386995457015,NaN
