id,r2,partistic,partistic_support,partistic_tree_confidence,clade,clade_support,clade_tree_cofidence,regression,placement,placement_support
CAP188_NEF_1_W3_P2_QVOA_1,0.2699743977391964,237,1,0.7145390070921985,185,0.2987012987012987,0.7017543859649122,167.22929801050134,237,0.9999896397468959
CAP188_NEF_1_B_W36_QVOA_1,0.2699743977391964,237,1,0.7145390070921985,237,1,0.8581560283687943,179.72875200066557,237,0.9993886484363614
CAP188_NEF_1_W8_QVOA_1,0.2699743977391964,237,1,0.7145390070921985,237,0.8604651162790697,0.8581560283687943,246.737011669727,237,0.9591740511160215
CAP188_NEF_1_W7_QVOA_1,0.2699743977391964,185,0.8,0.6754385964912281,237,0.5157232704402516,0.8581560283687943,209.9195538076479,185,0.5707885850206887
CAP188_NEF_1_B_W9_QVOA_1,0.2699743977391964,106,0.25,0.3728813559322034,237,0.5157232704402516,0.8581560283687943,191.40139385918468,132,0.3514380596765976
CAP188_NEF_1_W3_P1_QVOA_2,0.2699743977391964,185,0.8,0.6754385964912281,185,0.7428571428571429,0.7017543859649122,223.82945202238324,185,0.9452342855994759
CAP188_NEF_1_W10_QVOA_1,0.2699743977391964,237,0.5555555555555556,0.7145390070921985,237,0.3894736842105263,0.8581560283687943,207.69445645336765,210,0.2959047952377817
CAP188_NEF_1_B_W31_QVOA_1,0.2699743977391964,210,0.5,0.17010309278350516,237,0.8888888888888888,0.8581560283687943,197.16476077682853,237,0.5783394303345573
CAP188_NEF_1_W11_QVOA_1,0.2699743977391964,185,0.4318181818181818,0.6754385964912281,185,0.5483870967741935,0.7017543859649122,200.53280431308877,237,0.6427402896401779
CAP188_NEF_1_W12_QVOA_1,0.2699743977391964,237,1,0.7145390070921985,237,0.9888888888888889,0.8581560283687943,198.2225939452568,237,0.9997093419595287
CAP188_NEF_1_W6_QVOA_1,0.2699743977391964,106,1,0.3728813559322034,106,0.9166666666666666,0.25961538461538464,133.69477067113064,106,0.9972211993988207
