id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP188_ENV_C4C5_B_W36_QVOA,0.2131300500765505,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.0018315018315018315,106,0.9094275074366418,115.41953922658925,890.9043603240289,NaN
CAP188_ENV_C4C5_W8_QVOA,0.2131300500765505,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.0018315018315018315,185,0.5067933874160105,194.09854858475478,2309.931591333174,NaN
CAP188_ENV_C4C5_W10_QVOA,0.2131300500765505,undefined,1,N/A,NaN,0.04,undefined,1,N/A,NaN,0.0018315018315018315,185,0.5067933874160105,194.09854858475478,2309.931591333174,NaN
CAP188_ENV_C4C5_B_W31_QVOA,0.2131300500765505,undefined,1,N/A,NaN,0.04,undefined,1,N/A,NaN,0.0018315018315018315,185,0.5067933874160105,194.09854858475478,2309.931591333174,NaN
CAP188_ENV_C4C5_W4_QVOA,0.2131300500765505,undefined,1,N/A,NaN,0.1111111111111111,undefined,1,N/A,NaN,0.02127659574468085,185,0.5066713180193697,194.10499059880618,2310.138357579219,NaN
CAP188_ENV_C4C5_W3_P1_QVOA,0.2131300500765505,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.02127659574468085,185,0.447939239173614,177.06717645005068,1683.273972057351,NaN
CAP188_ENV_C4C5_W7_QVOA,0.2131300500765505,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.0018315018315018315,N/A,N/A,N/A,N/A,NaN
CAP188_ENV_C4C5_W11_QVOA,0.2131300500765505,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.022727272727272728,N/A,N/A,N/A,N/A,NaN
CAP188_ENV_C4C5_W12_QVOA,0.2131300500765505,undefined,1,N/A,NaN,0.2,undefined,1,N/A,NaN,0.022727272727272728,N/A,N/A,N/A,N/A,NaN
CAP188_ENV_C4C5_W6_QVOA,0.2131300500765505,undefined,1,N/A,NaN,0.01639344262295082,undefined,1,N/A,NaN,0.02040816326530612,132,0.3324160094453627,122.71983142503295,1530.5607498658862,NaN
CAP188_ENV_C4C5_B_W9_QVOA,0.2131300500765505,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.02040816326530612,132,0.330023071704573,122.61291258210841,1534.0340908027617,NaN
CAP188_ENV_C4C5_W3_P2_QVOA,0.2131300500765505,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.0018315018315018315,N/A,N/A,N/A,N/A,NaN
