Name	Rearrangement	Support
CAP302_ENV_C2C3_B_W42_QVOA	CAP302-3160-058WPI-ENV-C2C3-NGS-047-0-002*1	0.9927370068747212
CAP302_ENV_C2C3_B_W28_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-024-0-007*1	0.9999863699206029
CAP302_ENV_C2C3_B_W11_QVOA	CAP302-4240-161WPI-ENV-C2C3-NGS-105-0-004*1	0.9999999999735159
CAP302_ENV_C2C3_B_W2_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-024-0-007*1	0.9999863699206029
CAP302_ENV_C2C3_B_W52_QVOA	CAP302-3090-027WPI-ENV-C2C3-NGS-039-0-015*1	0.9674453184179967
CAP302_ENV_C2C3_W11_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-024-0-007*1	0.9999863699206029
CAP302_ENV_C2C3_B_W23_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-035-0-004*1	0.09089065908782595
CAP302_ENV_C2C3_B_W23_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-012-0-007*1	0.09089065875146381
CAP302_ENV_C2C3_B_W23_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-162-0-004*1	0.181781317370995
CAP302_ENV_C2C3_B_W23_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-062-0-004*1	0.09089066017891566
CAP302_ENV_C2C3_B_W23_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-132-0-004*2	0.181781317370995
CAP302_ENV_C2C3_B_W23_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-046-0-004*1	0.0908906587372455
CAP302_ENV_C2C3_B_W23_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-042-0-004*1	0.09089065875146381
CAP302_ENV_C2C3_B_W23_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS	0.1817813173714621
CAP302_ENV_C2C3_B_W62_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-193-0-004*1	0.08291955577849876
CAP302_ENV_C2C3_B_W62_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-005-0-014*1	0.08291955795353982
CAP302_ENV_C2C3_B_W62_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-186-0-004*1	0.1905074064087061
CAP302_ENV_C2C3_B_W62_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-027-0-007*1	0.1905073848856698
CAP302_ENV_C2C3_B_W62_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-079-0-004*1	0.08291954438187578
CAP302_ENV_C2C3_B_W62_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-175-0-004*1	0.08291955823046333
CAP302_ENV_C2C3_B_W62_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS-165-0-004*1	0.01262649804244808
CAP302_ENV_C2C3_B_W62_QVOA	CAP302-4180-082WPI-ENV-C2C3-NGS	0.2734269602183669
