Name	Rearrangement	Support
CAP257_ENV_C1C2_B_W10_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS-000-0-15*1	0.1426572385702422
CAP257_ENV_C1C2_B_W10_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS-045-0-009*1	0.1427503155652445
CAP257_ENV_C1C2_B_W10_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS-037-0-009*1	0.1426572540148179
CAP257_ENV_C1C2_B_W10_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS-002-0-084*1	0.1430418337677497
CAP257_ENV_C1C2_B_W10_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS	0.428348405205938
CAP257_ENV_C1C2_B_W14_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS-023-0-009*1	0.1427650524498107
CAP257_ENV_C1C2_B_W14_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS-004-0-056*1	0.1427650448545827
CAP257_ENV_C1C2_B_W14_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS-021-0-009*1	0.142765052713524
CAP257_ENV_C1C2_B_W14_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS	0.5713514536463704
CAP257_ENV_C1C2_B_W15_QVOA	CAP257-4200-107WPI-ENV-C1C2-NGS-005-0-024*1	0.1995748050586221
CAP257_ENV_C1C2_B_W15_QVOA	CAP257-4200-107WPI-ENV-C1C2-NGS-002-0-131*1	0.3987389285951083
CAP257_ENV_C1C2_B_W15_QVOA	CAP257-4200-107WPI-ENV-C1C2-NGS-033-0-006*1	0.1993694654478829
CAP257_ENV_C1C2_B_W15_QVOA	CAP257	0.1997600396689525
CAP257_ENV_C1C2_B_W7_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS-028-0-009*1	0.06915689370455254
CAP257_ENV_C1C2_B_W7_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS-043-0-009*1	0.06915688653281672
CAP257_ENV_C1C2_B_W7_QVOA	CAP257-4300-240WPI-ENV-C1C2-NGS-009-0-019*1	0.0691568882741115
