id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP257_ENV_C2C3_W28_QVOA,0.8966540918364725,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.0125,107,1,107,1.0007705070726816,NaN
CAP257_ENV_C2C3_W18_P3_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.1111111111111111,107,1,107,1.0037371109860274,NaN
CAP257_ENV_C2C3_W33_QVOA,0.8966540918364725,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.02,240,1,240,1.0058255930560536,NaN
CAP257_ENV_C2C3_W20_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.02,240,1,240,1.0158176113701158,NaN
CAP257_ENV_C2C3_W38_P2_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.02,240,1,240,1.0014958275235153,NaN
CAP257_ENV_C2C3_W2_P1_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.05,240,1,240,1.0028876026683007,NaN
CAP257_ENV_C2C3_W31_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.05,240,1,240,1.0028876026683007,NaN
CAP257_ENV_C2C3_W7_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.05,240,1,240,1.002887602668286,NaN
CAP257_ENV_C2C3_W34_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.05,240,1,240,1.0077643504833431,NaN
CAP257_ENV_C2C3_W39_QVOA,0.8966540918364725,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.05,240,1,240,1.0038785130662462,NaN
CAP257_ENV_C2C3_B_W10_QVOA,0.8966540918364725,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.058823529411764705,240,1,240,1.0003242763705198,NaN
CAP257_ENV_C2C3_W2_P3_QVOA,0.8966540918364725,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.058823529411764705,240,1,240,1.0003242763705198,NaN
CAP257_ENV_C2C3_W26_QVOA,0.8966540918364725,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.058823529411764705,240,1,240,1.0003242763705198,NaN
CAP257_ENV_C2C3_W21_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.08333333333333333,undefined,1,N/A,NaN,0.07142857142857142,213,0.7501037250038077,219.7471994248972,136.64968439289117,NaN
CAP257_ENV_C2C3_W1_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.06666666666666667,undefined,1,N/A,NaN,0.07142857142857142,213,0.7501036288974119,219.7472020197699,136.64971943820004,NaN
CAP257_ENV_C2C3_W35_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.06666666666666667,undefined,1,N/A,NaN,0.07142857142857142,213,0.7501036288974119,219.7472020197699,136.64971943820004,NaN
CAP257_ENV_C2C3_W24_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.2,undefined,1,N/A,NaN,0.16666666666666666,213,0.8000000000244109,218.3999999993409,116.63999998932272,NaN
CAP257_ENV_C2C3_W19_P1_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.07142857142857142,213,0.750015316466608,219.74958645540158,136.68191697690227,NaN
CAP257_ENV_C2C3_W38_P1_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.07142857142857142,213,0.750015316466608,219.74958645540158,136.68191697690227,NaN
CAP257_ENV_C2C3_W13_QVOA,0.8966540918364725,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.07142857142857142,213,0.7500613586081943,219.74834331757876,136.66513204271652,NaN
CAP257_ENV_C2C3_B_W14_QVOA,0.8966540918364725,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.06666666666666667,240,1,240,1.0005263360218846,NaN
