id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP257_ENV_C4C5_B_W15_QVOA,0.567191519124031,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.01639344262295082,107,0.571601648880655,111.14118406082035,912.3322170530132,NaN
CAP257_ENV_C4C5_W25_QVOA,0.567191519124031,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.01639344262295082,107,0.571601648880655,111.14118406082035,912.3322170530132,NaN
CAP257_ENV_C4C5_W28_QVOA,0.567191519124031,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.01639344262295082,107,1,107,1.0080306037604274,NaN
CAP257_ENV_C4C5_W20_QVOA,0.567191519124031,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,1,240,1,240,1.00929688701954,NaN
CAP257_ENV_C4C5_W38_P2_QVOA,0.567191519124031,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.3333333333333333,240,0.8000531751321576,230.20260558147572,384.083389115559,NaN
CAP257_ENV_C4C5_W33_QVOA,0.567191519124031,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.1111111111111111,240,0.8000531751321576,230.20260558147572,384.083389115559,NaN
CAP257_ENV_C4C5_W38_P1_QVOA,0.567191519124031,undefined,1,N/A,NaN,0.5,undefined,1,N/A,NaN,0.14285714285714285,191,0.6666666667020864,198.3333333325541,107.55555554984117,NaN
CAP257_ENV_C4C5_W36_QVOA,0.567191519124031,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.1,191,1,191,1.0361474488828697,NaN
CAP257_ENV_C4C5_W15_QVOA,0.567191519124031,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.004464285714285714,191,0.5000810753602979,202.34105268604952,821.7413442275522,NaN
CAP257_ENV_C4C5_W4_P2_QVOA,0.567191519124031,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.006756756756756757,240,1,240,1.0064132483758592,NaN
CAP257_ENV_C4C5_W4_P3_QVOA,0.567191519124031,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.006756756756756757,240,1,240,1.0064132483758592,NaN
CAP257_ENV_C4C5_W5_P2_QVOA,0.567191519124031,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.006756756756756757,240,1,240,1.0064132483758592,NaN
CAP257_ENV_C4C5_W30_QVOA,0.567191519124031,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.25,240,0.5000000048803486,222.83333351146499,348.4722212567707,NaN
CAP257_ENV_C4C5_W14_QVOA,0.567191519124031,undefined,1,N/A,NaN,0.2,undefined,1,N/A,NaN,0.006756756756756757,213,0.5000000003026344,226.49999999182887,182.25,NaN
CAP257_ENV_C4C5_W37_QVOA,0.567191519124031,undefined,1,N/A,NaN,0.09090909090909091,undefined,1,N/A,NaN,0.006756756756756757,240,1,240,1.0478756823159805,NaN
CAP257_ENV_C4C5_W12_QVOA,0.567191519124031,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.006756756756756757,240,1,240,1.011838909213187,NaN
CAP257_ENV_C4C5_W26_QVOA,0.567191519124031,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.1111111111111111,240,1,240,1.0100476318160074,NaN
