id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP206_ENV_C1C2_W1_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.125,undefined,1,N/A,NaN,0.058823529411764705,052,0.4737291028823073,59.51688839471548,552.6270567084368,NaN
CAP206_ENV_C1C2_W2_QVOA,0.7759727189680726,undefined,1,N/A,NaN,1,,,N/A,0,Infinity,159,0.9729653465942403,162.0819504882566,341.84393684918746,NaN
CAP206_ENV_C1C2_B_W6_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.5,,,N/A,0,Infinity,159,0.9730592761117858,162.07124252325642,340.6891170145737,NaN
CAP206_ENV_C1C2_W8_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.047619047619047616,undefined,1,N/A,NaN,1,159,0.9749458680595775,161.85617104120817,317.445785681094,NaN
CAP206_ENV_C1C2_W5_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.004545454545454545,N/A,N/A,N/A,N/A,N/A,159,1,159,1.0025083925115534,NaN
CAP206_ENV_C1C2_B_W22_QVOA,0.7759727189680726,undefined,1,N/A,NaN,1,N/A,N/A,N/A,N/A,N/A,159,1,159,1.0021434910420155,NaN
CAP206_ENV_C1C2_W11_QVOA,0.7759727189680726,undefined,1,N/A,NaN,1,N/A,N/A,N/A,N/A,N/A,159,1,159,1.0025797809038999,NaN
CAP206_ENV_C1C2_B_W27_QVOA,0.7759727189680726,undefined,1,N/A,NaN,1,N/A,N/A,N/A,N/A,N/A,159,1,159,1.0025797809038999,NaN
CAP206_ENV_C1C2_W12_QVOA,0.7759727189680726,undefined,1,N/A,NaN,1,N/A,N/A,N/A,N/A,N/A,159,1,159,1.0000034444208314,NaN
CAP206_ENV_C1C2_B_W15_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.04,undefined,1,N/A,NaN,0.1111111111111111,273,0.9885677995019885,271.6967291432267,146.8743627460424,NaN
CAP206_ENV_C1C2_W6_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.1111111111111111,273,0.9840067326962344,271.1767675273707,204.52432523048805,NaN
CAP206_ENV_C1C2_B_W12_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.027777777777777776,undefined,1,N/A,NaN,0.1111111111111111,273,0.984017747744565,271.17802324288044,204.38575100814913,NaN
CAP206_ENV_C1C2_W10_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.1,N/A,N/A,N/A,N/A,N/A,159,1,159,1.0017014242398081,NaN
CAP206_ENV_C1C2_B_W35_P1_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.14285714285714285,159,0.6050972231985655,189.0109075101493,1522.6048355801877,NaN
CAP206_ENV_C1C2_B_W8_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.14285714285714285,159,1,159,1.0599867532385872,NaN
CAP206_ENV_C1C2_W4_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.1111111111111111,N/A,N/A,N/A,N/A,N/A,159,1,159,1.0027544605167182,NaN
CAP206_ENV_C1C2_B_W9_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.09090909090909091,undefined,1,N/A,NaN,1,273,0.9795167041473248,270.664904272795,260.74824084615625,NaN
CAP206_ENV_C1C2_B_W29_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.03571428571428571,undefined,1,N/A,NaN,1,273,0.9795167041473248,270.664904272795,260.74824084615625,NaN
CAP206_ENV_C1C2_W7_QVOA,0.7759727189680726,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,1,159,1,159,1.0049623674066435,NaN
CAP206_ENV_C1C2_B_W14_QVOA,0.7759727189680726,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,1,159,1,159,1.0049623674066435,NaN
CAP206_ENV_C1C2_B_W24_QVOA,0.7759727189680726,undefined,1,N/A,NaN,0.07692307692307693,N/A,N/A,N/A,N/A,N/A,159,1,159,1.0000012725756116,NaN
