Name	Rearrangement	Support
CAP206_GAG_P17_W4_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.9782206244012226
CAP206_GAG_P17_W4_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-020-0-013-1*1	0.01824716837908258
CAP206_GAG_P17_B_W8_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.9598234621060462
CAP206_GAG_P17_B_W8_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-020-0-013-1*1	0.01919553238252119
CAP206_GAG_P17_W1_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.9899128776587369
CAP206_GAG_P17_B_W22_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.8741809232985048
CAP206_GAG_P17_B_W22_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-049-0-003-1*1	0.12579028302721
CAP206_GAG_P17_B_W14_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-064-0-013-1*1	0.05950767378423377
CAP206_GAG_P17_B_W14_QVOA	CAP206-4280-216WPI-GAG-P17-NGS-018-0-038-1*1	0.939848724486525
CAP206_GAG_P17_W2_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-203-0-003-1*1	0.979127377653127
CAP206_GAG_P17_B_W12_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-000-0-037-1*1	0.2291497015994883
CAP206_GAG_P17_B_W12_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-032-0-003-1*1	0.07638322071621531
CAP206_GAG_P17_B_W12_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-073-0-012-1*1	0.0763832443584341
CAP206_GAG_P17_B_W12_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-126-0-003-1*1	0.07755683606908374
CAP206_GAG_P17_B_W12_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-049-0-012-1*1	0.07638321955828713
CAP206_GAG_P17_B_W12_QVOA	CAP206	0.3825083321850495
CAP206_GAG_P17_B_W12_QVOA	CAP206-4310-254WPI-GAG-P17-NGS	0.07638321204002993
CAP206_GAG_P17_W12_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.7956110472086607
CAP206_GAG_P17_W12_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-020-0-013-1*1	0.2008399808160834
CAP206_GAG_P17_B_W9_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.9996836484232359
CAP206_GAG_P17_B_W24_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.7812761156671613
CAP206_GAG_P17_B_W24_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-020-0-013-1*1	0.2158118526312225
CAP206_GAG_P17_W5_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-020-0-013-1*1	0.6644272706140555
CAP206_GAG_P17_W5_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-064-0-013-1*1	0.3340038328920615
CAP206_GAG_P17_B_W6_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-046-0-003-1*1	0.4964874520033095
CAP206_GAG_P17_B_W6_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-061-0-012-1*1	0.4964838177104524
CAP206_GAG_P17_W7_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-064-0-013-1*1	0.05950767378423377
CAP206_GAG_P17_W7_QVOA	CAP206-4280-216WPI-GAG-P17-NGS-018-0-038-1*1	0.939848724486525
CAP206_GAG_P17_W10_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.9862124079249658
CAP206_GAG_P17_W10_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-020-0-013-1*1	0.01210576577400689
CAP206_GAG_P17_B_W27_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-046-0-003-1*1	0.1195205351869817
CAP206_GAG_P17_B_W27_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-061-0-012-1*1	0.1195205279372331
CAP206_GAG_P17_B_W27_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-060-0-003-1*1	0.3794901254699176
CAP206_GAG_P17_B_W27_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-076-0-012-1*1	0.3794232554848291
CAP206_GAG_P17_W8_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-046-0-003-1*1	0.4972760563126282
CAP206_GAG_P17_W8_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-061-0-012-1*1	0.497275628125796
CAP206_GAG_P17_B_W15_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-003-0-02-2*1	0.07439357011239423
CAP206_GAG_P17_B_W15_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-218-0-003-1*1	0.03719673066161396
CAP206_GAG_P17_B_W15_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-097-0-003-1*1	0.03719675433026493
CAP206_GAG_P17_B_W15_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-053-0-012-1*1	0.037196796144208
CAP206_GAG_P17_B_W15_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-144-0-003-1*1	0.03719676703630043
CAP206_GAG_P17_B_W15_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-037-0-012-1*1	0.03719673066384675
CAP206_GAG_P17_B_W15_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-074-0-012-1*1	0.03719679584484378
CAP206_GAG_P17_B_W15_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-065-0-012-1*1	0.03719679635926715
CAP206_GAG_P17_B_W15_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-066-0-012-1*1	0.03719673066638402
CAP206_GAG_P17_B_W15_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-178-0-003-1*1	0.03719679491583023
CAP206_GAG_P17_B_W15_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-216-0-003-1*1	0.03749848823594612
CAP206_GAG_P17_B_W15_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-221-0-003-1*1	0.03747512010088018
CAP206_GAG_P17_B_W15_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-134-0-003-1*1	0.01869302465554542
CAP206_GAG_P17_B_W15_QVOA	CAP206	0.4851927212667038
CAP206_GAG_P17_B_W35_P1_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.9998158068770866
CAP206_GAG_P17_W6_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.9244081188615295
CAP206_GAG_P17_W6_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-020-0-013-1*1	0.01963714614001338
CAP206_GAG_P17_W6_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-167-0-003-1*1	0.02397847111041716
CAP206_GAG_P17_W6_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-156-0-003-1*1	0.02397847240417234
CAP206_GAG_P17_W11_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-046-0-003-1*1	0.1195205351869817
CAP206_GAG_P17_W11_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-061-0-012-1*1	0.1195205279372331
CAP206_GAG_P17_W11_QVOA	CAP206-4330-273WPI-GAG-P17-NGS-060-0-003-1*1	0.3794901254699176
CAP206_GAG_P17_W11_QVOA	CAP206-4310-254WPI-GAG-P17-NGS-076-0-012-1*1	0.3794232554848291
CAP206_GAG_P17_B_W29_QVOA	CAP206-4220-133WPI-GAG-P17-NGS-088-0-004-1*1	0.9887479592404167
CAP206_GAG_P17_B_W29_QVOA	CAP206-4240-159WPI-GAG-P17-NGS-020-0-013-1*1	0.01007742108134374
