id,r2,partistic,partistic_support,partistic_tree_confidence,partistic_mean,partistic_variance,clade,clade_support,clade_tree_cofidence,clade_mean,clade_variance,placement,placement_support,placement_mean,placement_variance,regression
CAP206_GAG_P17_B_W9_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.2,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_W12_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.047619047619047616,undefined,1,N/A,NaN,0.012048192771084338,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_B_W24_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.09090909090909091,undefined,1,N/A,NaN,0.012048192771084338,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_W5_QVOA,0.6368264145522987,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.3333333333333333,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_B_W14_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.3333333333333333,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_W7_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.3333333333333333,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_B_W35_P1_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.2,undefined,1,N/A,NaN,0.14285714285714285,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_B_W22_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.2,undefined,1,N/A,NaN,0.14285714285714285,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_W2_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.2,undefined,1,N/A,NaN,0.5,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_W8_QVOA,0.6368264145522987,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.1111111111111111,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_B_W6_QVOA,0.6368264145522987,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.1111111111111111,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_B_W27_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.1111111111111111,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_W11_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.25,undefined,1,N/A,NaN,0.1111111111111111,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_B_W29_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.16666666666666666,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_W10_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.14285714285714285,undefined,1,N/A,NaN,0.1111111111111111,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_W6_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.02127659574468085,undefined,1,N/A,NaN,0.005154639175257732,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_W4_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.045454545454545456,undefined,1,N/A,NaN,0.041666666666666664,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_B_W12_QVOA,0.6368264145522987,undefined,1,N/A,NaN,1,undefined,1,N/A,NaN,0.027777777777777776,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_B_W15_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.07142857142857142,undefined,1,N/A,NaN,0.1,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_B_W8_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.16666666666666666,undefined,1,N/A,NaN,0.16666666666666666,N/A,N/A,N/A,N/A,NaN
CAP206_GAG_P17_W1_QVOA,0.6368264145522987,undefined,1,N/A,NaN,0.3333333333333333,undefined,1,N/A,NaN,0.1111111111111111,N/A,N/A,N/A,N/A,NaN
